Scope,Node Name,Affinity,RFP App Name,Instance,Entity Type,Phy Loc,Target Region,Consuming Customer,Current Region,CPU,Avg CPU Load,Peak CPU Load,CPU Speed (MHz),Processing Type,Mem (MB),Avg % Mem Used,Peak Mem Used,Storage Type,Alloc Size (GB),Used Size (GB),Platform,OS Ver,DB Rel/Ver,Operational Backups Policy,Resilliency / DR Classification,Current State Services,DB Instance Count,Shared Env App Count,Other Software,Validated Server,Encryption,SOX Critical,External Access
Primary,BDC-STEAM003,STEAM,STEAM,STEAM::TnE (Time and Event)::TnE (Time and Event) - Release 0.0::TnE (Time and Event) - Production,Virtual,BLUE ASH DATA CENTER-BDC,NA,N/A,NA,4,0.05,1,"2,700", AIS Core Std ,24576,0.94,23.63,Economy,747705,272262,WINDOWS,6.0.6002,SQL 2012 SP3 (11.0.6020.0),In Region Backup,N,Prod,4,0,,N,Y,N,
Primary,BDC-STEAM004,STEAM,STEAM,,Virtual,BLUE ASH DATA CENTER-BDC,NA,0,NA,4,0,0,"2,700", -   ,4096,0,0,Economy,92150,58266,WINDOWS,6.0.6002,,In Region Backup,N,Prod,,0,,N,Y,0,
Primary,BDLG3245,Store Intelligence,3953566 - Store Intelligence POC (2),,Virtual,BLUE ASH DATA CENTER-BDC,NA,N/A,NA,8,0.06,0.98,"2,699", AIS Core Std ,32014,0.24,9.73,Economy,0,0,LINUX,Red Hat release 7.1,,In Region Backup,0,Prod,,1,WEBLOGIC 12,N,Y,0,
Primary,BDLN2655,Store Intelligence,Store Intelligence,,Physical,BLUE ASH DATA CENTER-BDC,NA,0,NA,8,0,0,"2,400", -   ,32069,0,0,Standard,125873,24888,LINUX,Red Hat release 6.7,,In Region Backup,0,Prod,,0,,N,Y,0,
Primary,BDLN2656,Store Intelligence,Store Intelligence,,Physical,BLUE ASH DATA CENTER-BDC,NA,0,NA,8,0,0,"2,400", -   ,32069,0,0,Standard,60633,9200,LINUX,Red Hat release 6.2,,Minimal,0,Prod,,0,,N,Y,0,
Primary,GADC-SCV001,SVC,0,,Virtual,ALPHARETTA - ALPHARETTA NGDC - BT567,NA,N/A,NA,8,0.09,0.64,"2,400", AIS Core Std ,16384,0.28,6.22,Economy,188803,69245,WINDOWS,6.2.9200,,In Region Backup,0,Prod,,0,,N,Y,0,
Primary,GADC-SCV002,SVC,-,,Virtual,ALPHARETTA - ALPHARETTA NGDC - BT567,NA,0,,4,0.01,0.66,"2,700", -   ,16384,0.22,5.16,Standard,0,0,WINDOWS,windows_2012_r2_server_standard_edition_x64,,In Region Backup,0,AIS,,0,,N,Y,0,
Primary,GADC-SCV003,SVC,0,,0%,ALPHARETTA - ALPHARETTA NGDC - BT567,NA,0,,4,0.04,0.94,"2,700", -   ,16384,0.22,4.66,Standard,0,0,WINDOWS,windows_2012_r2_server_standard_edition_x64,,In Region Backup,0,,,0,,N,Y,0,
Primary,GADC-SCV004,SVC,0,,0%,ALPHARETTA - ALPHARETTA NGDC - BT567,NA,0,,4,0.06,0.53,"2,700", -   ,16384,0.42,15.86,Standard,0,0,WINDOWS,windows_2012_r2_server_standard_edition_x64,,In Region Backup,0,,,0,,N,Y,0,
Primary,BDC-INTRA1105,Symposia City,Symposia City,Symposia City::Symposia City Release 0.0::Symposia City R 0.0 Production,Virtual,BLUE ASH DATA CENTER-BDC,NA,N/A,NA,2,0.1,1,"2,700", AIS Core Std ,8192,0.36,4.17,Economy,92150,52706,WINDOWS,6.0.6002,,In Region Backup,0,Prod,,0,,N,Y,0,
Primary,GADC-TABLEAD1,Tableau,Tableau,Tableau::Tableau v9.1::Tableau v9.1 - Dev Instance,Physical,ALPHARETTA - ALPHARETTA NGDC - BT567,NA,Feminine Care,NA,16,0.16,0.7,"3,200", Large ,131072,0.41,122.72,Standard Plus,102270,87483,WINDOWS,6.3.9600,,Secondary Region Backup,0,Prod,,0,,N,Y,0,
Primary,GADC-TABLEAP1,Tableau,Tableau,Tableau::Tableau v9.1::Tableau v9.1 - Production Instance,Physical,ALPHARETTA - ALPHARETTA NGDC - BT567,NA,Feminine Care,NA,16,0.1,0.8,"3,200", X Large ,131072,0.22,41.27,Standard Plus,102270,28749,WINDOWS,6.3.9600,,Secondary Region Backup,0,Prod,,0,,N,Y,0,
Primary,ADLN9253,TalentInterviewOrganiser,TalentInterviewOrganiser,TalentInterviewOrganiser::TIO_0.1::TIO(QA),Physical,ALPHARETTA - ALPHARETTA NGDC - BT567,NA,N/A,NA,12,0.05,0.23,"2,397", -   ,128936,0.6,84.29,Standard,40505,14249,LINUX,Red Hat release 6.7,,In Region Backup,0,0,,1,APACHE 2.2.15,Y,Y,0,
Primary,ADLN9255,TalentInterviewOrganiser,TalentInterviewOrganiser,TalentInterviewOrganiser::TIO_0.1::TIO(PROD),Physical,ALPHARETTA - ALPHARETTA NGDC - BT567,NA,N/A,NA,12,0.1,0.39,"2,700", -   ,132030.86,0.24,34.77,Standard,0,0,LINUX,0,,In Region Backup,0,0,,22,WEBLOGIC 12,Y,Y,0,
Primary,BDLN9256,TalentInterviewOrganiser,TalentInterviewOrganiser,TalentInterviewOrganiser::TIO_0.1::TIO(DEV),Physical,BLUE ASH DATA CENTER-BDC,NA,N/A,NA,4,0.13,0.3,"2,397", -   ,258210,0.17,42.98,Standard,292489,17317,LINUX,Red Hat release 6.7,,In Region Backup,0,0,,18,WEBLOGIC 11,N,Y,0,
Primary,BDC-GTS101,Taleo,Taleo Connect Client,Taleo Connect Client::Taleo Connect Client v0.0::Taleo Connect Client v0.0 - Production Instance,Virtual,BLUE ASH DATA CENTER-BDC,NA,GBS-MY P&G SERVICES,NA,1,0.26,1,"2,700", AIS Core Std ,4096,0.58,3.94,Economy,112629,94773,WINDOWS,6.2.9200,,In Region Backup,N,Prod,,0,,N,Y,0,
Primary,BDC-TCPARTS001,TCPARTS,0,,Virtual,BLUE ASH DATA CENTER-BDC,NA,Feminine Care,NA,4,0.13,1,"2,400", AIS Core Std ,24576,0.62,18.73,Economy,609264,479827,WINDOWS,6.1.7601,,In Region Backup,0,Prod,,0,,N,Y,0,
Primary,ADLG3867,Teamcenter,PG Teamcenter,,Virtual,ALPHARETTA - ALPHARETTA NGDC - BT567,NA,0,,24,0.01,0.45,"2,700", -   ,193042,0.02,2.73,Standard,0,0,LINUX,red_hat_enterprise_server_7.3_x64,12.1.0.2.0,In Region Backup,0,AIS,2,0,,N,Y,N,
Primary,BDC-TCUA001,Teamcenter,Teamcenter,Teamcenter::Teamcenter 10.1.6::Teamcenter Production,Virtual,BLUE ASH DATA CENTER-BDC,NA,Feminine Care,NA,8,0,0,"2,699", AIS Core Std ,65536,0,0,Standard,368621,263115,WINDOWS,6.1.7601,,In Region Backup,N,Prod,,0,,N,Y,0,
Primary,BDC-TCUA002,Teamcenter,Teamcenter,Teamcenter::Teamcenter 10.1.6::Teamcenter Production,Virtual,BLUE ASH DATA CENTER-BDC,NA,Feminine Care,NA,12,0.17,0.97,"2,400", AIS Core Std ,262144,0.39,167.19,Standard,451568,263243,WINDOWS,6.1.7601,,In Region Backup,N,Prod,,0,,N,Y,0,
Primary,BDC-TCUA003,Teamcenter,Teamcenter,Teamcenter::Teamcenter 10.1.6::Teamcenter Production,Virtual,BLUE ASH DATA CENTER-BDC,NA,Feminine Care,NA,15,0.09,1,"2,700", AIS Core Std ,49152,0.46,27.08,Economy,209904,125512,WINDOWS,6.1.7601,,Secondary Region Backup,N,Prod,,0,,N,Y,0,
Primary,BDC-TCUA005,Teamcenter,Teamcenter,Teamcenter::Teamcenter 10.1.6::Teamcenter Production,Virtual,BLUE ASH DATA CENTER-BDC,NA,Feminine Care,NA,2,0.48,1,"2,700", AIS Core Std ,16384,0.59,15.91,Standard,235510,118655,WINDOWS,6.1.7601,,In Region Backup,N,Prod,,0,,N,Y,0,
Primary,BDC-TCUA006,Teamcenter,Teamcenter,Teamcenter::Teamcenter 10.1.6::Teamcenter Production,Virtual,BLUE ASH DATA CENTER-BDC,NA,Feminine Care,NA,2,0.29,1,"2,700", AIS Core Std ,16384,0.55,15.92,Standard,225269,117233,WINDOWS,6.1.7601,,In Region Backup,N,Prod,,0,,N,Y,0,
Primary,BDC-TCUA007,Teamcenter,Teamcenter,Teamcenter::Teamcenter 10.1.6::Teamcenter Production,Virtual,BLUE ASH DATA CENTER-BDC,NA,Feminine Care,NA,2,0.52,1,"2,700", AIS Core Std ,16384,0.5,15.9,Standard,215029,99439,WINDOWS,6.1.7601,,In Region Backup,N,Prod,,0,,N,Y,0,
Primary,BDC-TCUA011,Teamcenter,TeamCenter Unified 8.3,,Virtual,BLUE ASH DATA CENTER-BDC,NA,Feminine Care,NA,8,0.04,0.42,"2,400", AIS Core Std ,16384,0.44,15.92,Standard,168948,90325,WINDOWS,6.1.7601,,In Region Backup,N,Prod,,0,,N,Y,0,
Primary,BDC-TCUAQA009,Teamcenter,Teamcenter,Teamcenter::Teamcenter 10.1.6::Teamcenter Development,Virtual,BLUE ASH DATA CENTER-BDC,NA,Feminine Care,NA,4,0.12,0.9,"2,800", VMWare ,16384,0.51,10.84,Legacy Storage/Backup,321421,102077,WINDOWS,6.1.7601,Oracle Database (0 component) 8i R1,Secondary Region Backup,0,NT Lite-MCS,0,0,,N,Y,0,
Primary,BDC-TCUAQA010,Teamcenter,0,,Virtual,BLUE ASH DATA CENTER-BDC,NA,Feminine Care,NA,4,0.23,1,"2,700", Customer supplied ,16384,0.67,15.07,Standard,0,0,WINDOWS,Windows Server 2008 R2 Enterprise x64,,Secondary Region Backup,0,NT Lite-VP,,0,,N,Y,0,
Primary,BDC-TCUAQA012,Teamcenter,Teamcenter,Teamcenter::Teamcenter 10.1.6::Teamcenter Development,Virtual,BLUE ASH DATA CENTER-BDC,NA,Feminine Care,NA,2,0,0,"2,800", VMWare ,16384,0,0,Legacy Storage/Backup,133008,110772,WINDOWS,6.1.7600,,Secondary Region Backup,0,NT Lite-VP,,0,,N,Y,0,
Primary,BDC-TCUAQA014,Teamcenter,Teamcenter,Teamcenter::Teamcenter 10.1.6::Teamcenter Development,Virtual,BLUE ASH DATA CENTER-BDC,NA,Feminine Care,NA,4,0.03,0.87,"2,800", VMWare ,16384,0.7,15.01,Legacy Storage/Backup,152461,50333,WINDOWS,6.1.7600,,Secondary Region Backup,0,NT Lite-VP,,0,,N,Y,0,
Primary,BDC-TCUAUAT001,Teamcenter,Teamcenter,Teamcenter::Teamcenter 10.1.6::Teamcenter UAT,Virtual,BLUE ASH DATA CENTER-BDC,NA,Feminine Care,NA,8,0.04,0.8,"2,699", AIS Core Std ,65536,0.16,63.05,Economy,266225,198731,WINDOWS,6.1.7601,,In Region Backup,0,Prod,,0,,N,Y,0,
Primary,BDC-TCUAUAT002,Teamcenter,Teamcenter,Teamcenter::Teamcenter 10.1.6::Teamcenter UAT,Virtual,BLUE ASH DATA CENTER-BDC,NA,Feminine Care,NA,8,0.02,0.99,"2,400", AIS Core Std ,40960,0.2,10.85,Economy,127988,52013,WINDOWS,6.1.7601,,In Region Backup,0,Prod,,0,,N,Y,0,
Primary,BDC-TCUAUAT003,Teamcenter,Teamcenter,Teamcenter::Teamcenter 10.1.6::Teamcenter UAT,Virtual,BLUE ASH DATA CENTER-BDC,NA,Feminine Care,NA,8,0.06,0.69,"2,700", AIS Core Std ,32768,0.5,18.69,Economy,189424,94501,WINDOWS,6.1.7601,,Secondary Region Backup,0,Prod,,0,,N,Y,0,
Primary,BDC-TCUAUAT005,Teamcenter,Teamcenter,Teamcenter::Teamcenter 10.1.6::Teamcenter UAT,Virtual,BLUE ASH DATA CENTER-BDC,NA,Feminine Care,NA,2,0.33,1,"2,699", AIS Core Std ,8192,0.71,7.96,Economy,133108,107754,WINDOWS,6.1.7601,,In Region Backup,0,Prod,,0,,N,Y,0,
Primary,BDC-TCUAUAT006,Teamcenter,Teamcenter,Teamcenter::Teamcenter 10.1.6::Teamcenter UAT,Virtual,BLUE ASH DATA CENTER-BDC,NA,Feminine Care,NA,2,0.11,1,"2,700", AIS Core Std ,8192,0.64,7.97,Economy,133109,112951,WINDOWS,6.1.7601,,In Region Backup,0,Prod,,0,,N,Y,0,
Primary,BDC-TCUAUAT007,Teamcenter,Teamcenter,Teamcenter::Teamcenter 10.1.6::Teamcenter UAT,Virtual,BLUE ASH DATA CENTER-BDC,NA,Feminine Care,NA,2,0.16,1,"2,700", AIS Core Std ,8192,0.71,7.93,Economy,133109,92158,WINDOWS,6.1.7601,,In Region Backup,0,Prod,,0,,N,Y,0,
Primary,BRU-TCUAUAT010,Teamcenter,Teamcenter,Teamcenter::Teamcenter 10.1.6::Teamcenter UAT,Virtual,HP WYNYARD DATA CENTRE,EU,Feminine Care,EMEA,2,0.11,1,"2,700", AIS Core Std ,32768,0.64,31.99,Economy,655346,117629,WINDOWS,6.0.6002,,In Region Backup,0,QA,,0,,N,Y,0,
Primary,GADC-TCGATEW01,Teamcenter,0,,0%,ALPHARETTA - ALPHARETTA NGDC - BT567,NA,0,,2,0.14,1,"2,700", -   ,8192,0.27,3.22,Standard,0,0,WINDOWS,windows_2012_r2_server_standard_edition_x64,,In Region Backup,0,,,0,,N,Y,0,
Primary,GADC-TCGATEW02,Teamcenter,-,,Virtual,ALPHARETTA - ALPHARETTA NGDC - BT567,NA,0,,2,0.14,1,"2,700", -   ,8192,0.28,3.03,Standard,0,0,WINDOWS,windows_2012_r2_server_standard_edition_x64,,In Region Backup,0,AIS,,0,,N,Y,0,
Primary,GADC-TCUACORP,Teamcenter,0,,0%,ALPHARETTA - ALPHARETTA NGDC - BT567,NA,0,,8,0.02,0.38,"2,700", -   ,65536,0.13,15.58,Standard,0,0,WINDOWS,windows_2012_r2_server_standard_edition_x64,,In Region Backup,0,,,0,,N,Y,0,
Primary,GADC-TCUAMSC1,Teamcenter,0,,0%,ALPHARETTA - ALPHARETTA NGDC - BT567,NA,0,,4,0.03,0.61,"2,700", -   ,32768,0.22,18.61,Standard,0,0,WINDOWS,windows_2012_r2_server_standard_edition_x64,,In Region Backup,0,,,0,,N,Y,0,
Primary,GADC-TCUAPL01,Teamcenter,0,,0%,ALPHARETTA - ALPHARETTA NGDC - BT567,NA,0,,24,0.02,0.18,"2,700", -   ,163840,0.15,67.31,Standard,0,0,WINDOWS,windows_2012_r2_server_standard_edition_x64,,In Region Backup,0,,,0,,N,Y,0,
Primary,GADC-TCUAPL02,Teamcenter,0,,0%,ALPHARETTA - ALPHARETTA NGDC - BT567,NA,0,,24,0.01,0.15,"2,700", -   ,163840,0.12,66.63,Standard,0,0,WINDOWS,windows_2012_r2_server_standard_edition_x64,,In Region Backup,0,,,0,,N,Y,0,
Primary,GADC-TCUAQAAW,Teamcenter,0,,Virtual,ALPHARETTA - ALPHARETTA NGDC - BT567,NA,Feminine Care,NA,2,0.08,1,"2,400", AIS Core Std ,16384,0.2,4.1,Economy,161278,20306,WINDOWS,6.3.9600,,Secondary Region Backup,0,Prod,,0,,N,Y,0,
Primary,GADC-TCUAQACORP,Teamcenter,0,,Virtual,ALPHARETTA - ALPHARETTA NGDC - BT567,NA,Feminine Care,NA,4,0.07,0.91,"2,400", AIS Core Std ,16384,0.36,6.54,Economy,212478,19791,WINDOWS,6.3.9600,,Secondary Region Backup,0,Prod,,0,,N,Y,0,
Primary,GADC-TCUAQADSP,Teamcenter,0,,Virtual,ALPHARETTA - ALPHARETTA NGDC - BT567,NA,Feminine Care,NA,2,0.2,1,"2,400", AIS Core Std ,16384,0.24,8.1,Economy,161278,19435,WINDOWS,6.3.9600,,Secondary Region Backup,0,Prod,,0,,N,Y,0,
Primary,GADC-TCUAQAWEB,Teamcenter,0,,Virtual,ALPHARETTA - ALPHARETTA NGDC - BT567,NA,Feminine Care,NA,2,0.19,1,"2,400", AIS Core Std ,16384,0.6,10.64,Economy,161278,19533,WINDOWS,6.3.9600,,Secondary Region Backup,0,Prod,,0,,N,Y,0,
Primary,GADC-TCUASB001,Teamcenter,0,,Virtual,ALPHARETTA - ALPHARETTA NGDC - BT567,NA,Feminine Care,NA,4,0.11,1,"2,400", AIS Core Std ,32768,0.23,10.93,Economy,1191422,231323,WINDOWS,6.1.7601,,In Region Backup,0,Prod,,0,,N,Y,0,
Primary,GADC-TCUASB002,Teamcenter,0,,Virtual,ALPHARETTA - ALPHARETTA NGDC - BT567,NA,Feminine Care,NA,4,0.1,1,"2,400", AIS Core Std ,32768,0.14,5.75,Standard Plus,275966,120118,WINDOWS,6.1.7601,,In Region Backup,0,Prod,,0,,N,Y,0,
Primary,GADC-TCUASB003,Teamcenter,0,,Virtual,ALPHARETTA - ALPHARETTA NGDC - BT567,NA,Feminine Care,NA,2,0.26,1,"2,400", AIS Core Std ,16384,0.61,11.44,Economy,639486,46068,WINDOWS,6.1.7601,,In Region Backup,0,Prod,,0,,N,Y,0,
Primary,GADC-TCUASB004,Teamcenter,0,,Virtual,ALPHARETTA - ALPHARETTA NGDC - BT567,NA,Feminine Care,NA,2,0.21,1,"2,400", AIS Core Std ,16384,0.28,6.12,Economy,639486,48299,WINDOWS,6.1.7601,,In Region Backup,0,Prod,,0,,N,Y,0,
Primary,GADC-TCUASLR1,Teamcenter,0,,0%,ALPHARETTA - ALPHARETTA NGDC - BT567,NA,0,,4,0.02,0.63,"2,700", -   ,32768,0.14,5.72,Standard,0,0,WINDOWS,windows_2012_r2_server_standard_edition_x64,,In Region Backup,0,,,0,,N,Y,0,
Primary,GADC-TCUASLR2,Teamcenter,0,,0%,ALPHARETTA - ALPHARETTA NGDC - BT567,NA,0,,4,0.04,0.42,"2,700", -   ,32768,0.14,5.25,Standard,0,0,WINDOWS,windows_2012_r2_server_standard_edition_x64,,In Region Backup,0,,,0,,N,Y,0,
Primary,GADC-TCUASLR3,Teamcenter,0,,0%,ALPHARETTA - ALPHARETTA NGDC - BT567,NA,0,,4,0.03,0.31,"2,700", -   ,32768,0.14,5.52,Standard,0,0,WINDOWS,windows_2012_r2_server_standard_edition_x64,,In Region Backup,0,,,0,,N,Y,0,
Primary,GADC-TCUAUTCORP,Teamcenter,0,,0%,ALPHARETTA - ALPHARETTA NGDC - BT567,NA,0,,8,0.08,0.96,"2,700", -   ,65536,0.13,11.45,Standard,0,0,WINDOWS,windows_2012_r2_server_standard_edition_x64,,In Region Backup,0,,,0,,N,Y,0,
Primary,GADC-TCUAUTDSP1,Teamcenter,0,,0%,ALPHARETTA - ALPHARETTA NGDC - BT567,NA,0,,4,0.02,0.43,"2,700", -   ,16384,0.5,13.89,Standard,0,0,WINDOWS,windows_2012_r2_server_standard_edition_x64,,In Region Backup,0,,,0,,N,Y,0,
Primary,GADC-TCUAUTDSP2,Teamcenter,0,,0%,ALPHARETTA - ALPHARETTA NGDC - BT567,NA,0,,4,0.02,0.4,"2,700", -   ,16384,0.54,13.67,Standard,0,0,WINDOWS,windows_2012_r2_server_standard_edition_x64,,In Region Backup,0,,,0,,N,Y,0,
Primary,GADC-TCUAUTDSP3,Teamcenter,0,,0%,ALPHARETTA - ALPHARETTA NGDC - BT567,NA,0,,4,0.07,0.97,"2,700", -   ,16384,0.53,13.2,Standard,0,0,WINDOWS,windows_2012_r2_server_standard_edition_x64,,In Region Backup,0,,,0,,N,Y,0,
Primary,GADC-TCUAUTMSC1,Teamcenter,0,,0%,ALPHARETTA - ALPHARETTA NGDC - BT567,NA,0,,4,0.04,0.76,"2,700", -   ,16384,0.24,8.04,Standard,0,0,WINDOWS,windows_2012_r2_server_standard_edition_x64,,In Region Backup,0,,,0,,N,Y,0,
Primary,GADC-TCUAUTPL01,Teamcenter,0,,0%,ALPHARETTA - ALPHARETTA NGDC - BT567,NA,0,,8,0.06,1,"2,700", -   ,49152,0.18,9.48,Standard,0,0,WINDOWS,windows_2012_r2_server_standard_edition_x64,,In Region Backup,0,,,0,,N,Y,0,
Primary,GADC-TCUAUTPL02,Teamcenter,0,,0%,ALPHARETTA - ALPHARETTA NGDC - BT567,NA,0,,8,0.04,0.98,"2,700", -   ,49152,0.18,9.59,Standard,0,0,WINDOWS,windows_2012_r2_server_standard_edition_x64,,In Region Backup,0,,,0,,N,Y,0,
Primary,GADC-TCUAUTSLR1,Teamcenter,0,,0%,ALPHARETTA - ALPHARETTA NGDC - BT567,NA,0,,4,0.03,0.31,"2,700", -   ,32768,0.13,5.14,Standard,0,0,WINDOWS,windows_2012_r2_server_standard_edition_x64,,In Region Backup,0,,,0,,N,Y,0,
Primary,GADC-TCUAUTWEB1,Teamcenter,0,,0%,ALPHARETTA - ALPHARETTA NGDC - BT567,NA,0,,4,0.03,0.27,"2,700", -   ,32768,0.59,20.49,Standard,0,0,WINDOWS,windows_2012_r2_server_standard_edition_x64,,In Region Backup,0,,,0,,N,Y,0,
Primary,GADC-TCUAUTWEB2,Teamcenter,0,,0%,ALPHARETTA - ALPHARETTA NGDC - BT567,NA,0,,4,0.05,0.38,"2,700", -   ,32768,0.56,19.46,Standard,0,0,WINDOWS,windows_2012_r2_server_standard_edition_x64,,In Region Backup,0,,,0,,N,Y,0,
Primary,GADC-TCUAWEB1,Teamcenter,0,,0%,ALPHARETTA - ALPHARETTA NGDC - BT567,NA,0,,24,0.02,0.12,"2,700", -   ,131072,0.18,29.41,Standard,0,0,WINDOWS,windows_2012_r2_server_standard_edition_x64,,In Region Backup,0,,,0,,N,Y,0,
Primary,GADC-TCUAWEB2,Teamcenter,0,,0%,ALPHARETTA - ALPHARETTA NGDC - BT567,NA,0,,24,0.02,0.53,"2,700", -   ,131072,0.18,25.67,Standard,0,0,WINDOWS,windows_2012_r2_server_standard_edition_x64,,In Region Backup,0,,,0,,N,Y,0,
Primary,SG-TCUA010,Teamcenter,Teamcenter,Teamcenter::Teamcenter 10.1.6::Teamcenter Production,Virtual,HP KEPPEL DIGIHUB DATA CENTRE,AP,Feminine Care,AP,2,0,0,"2,700", AIS Core Std ,32768,0,0,Economy,655451,256356,WINDOWS,6.0.6002,,In Region Backup,0,Prod,,0,,N,Y,0,
Primary,SG-TCUAUAT010,Teamcenter,Teamcenter,Teamcenter::Teamcenter 10.1.6::Teamcenter UAT,Virtual,HP KEPPEL DIGIHUB DATA CENTRE,AP,Feminine Care,AP,2,0,0,"2,700", AIS Core Std ,32768,0,0,Economy,655346,145014,WINDOWS,6.0.6002,,Secondary Region Backup,0,QA,,0,,N,Y,0,
Primary,BDC-SQLTMS001,Telepresence,Telepresence,Telepresence::Video Collaboration (VCS/VCR) v0.0::Video Collaboration (VCS/VCR) (Prod),Virtual,BLUE ASH DATA CENTER-BDC,NA,N/A,NA,4,0.11,1,"2,700", AIS Core Std ,16384,0.31,6.36,Standard,266222,82448,WINDOWS,6.2.9200,SQL 2012 SP3 (11.0.6020.0),In Region Backup,0,Prod,1,0,,N,Y,N,
Primary,ADLG3864,Terra Platform,Terra Platform ETL Dev,,Virtual,ALPHARETTA - ALPHARETTA NGDC - BT567,NA,0,,1,0.02,0.47,"2,700", -   ,16269.05,0.3,5.09,Standard,0,0,LINUX,RHEL 7.X,,In Region Backup,0,AIS,,0,,N,Y,0,
Primary,BDC-IDFGUIDEV01,Terra Platform,Terra Platform,Terra Platform::Terra Platform v5.0::Terra Platform (Dev),Virtual,BLUE ASH DATA CENTER-BDC,NA,N/A,NA,8,0.06,0.5,"2,700", AIS Core Std ,32768,0.49,31.99,Standard,276469,192076,WINDOWS,6.0.6002,,In Region Backup,0,Dev,,0,,N,Y,0,
Primary,BDC-TPAMLQA01,Terra Platform,Terra Platform,Terra Platform::Terra Platform v5.0::Terra Platform (QA),Virtual,BLUE ASH DATA CENTER-BDC,NA,N/A,NA,8,0.08,1,"2,700", AIS Core Std ,98304,0.22,51.75,Standard,563189,39757,WINDOWS,6.0.6002,,In Region Backup,0,QA,,0,,N,Y,0,
Primary,BDC-TPGUIQA01,Terra Platform,Terra Platform,Terra Platform::Terra Platform v5.0::Terra Platform (QA),Physical,BLUE ASH DATA CENTER-BDC,NA,N/A,NA,24,0.01,0.85,"2,700", XX Large ,262144,0.05,63.78,Standard,511869,441103,WINDOWS,6.0.6002,,In Region Backup,0,QA,,0,,N,Y,0,
Primary,BDC-TPGUIQA02,Terra Platform,Terra Platform,Terra Platform::Terra Platform v5.0::Terra Platform (QA),Physical,BLUE ASH DATA CENTER-BDC,NA,N/A,NA,24,0.01,0.88,"2,700", XX Large ,262144,0.04,171.36,Standard,511869,378244,WINDOWS,6.0.6002,,Minimal,0,QA,,0,,N,Y,0,
Primary,BDLN2217,Terra Platform,Terra Platform,Terra Platform::Terra Platform v5.0::Terra Platform (Dev),Physical,BLUE ASH DATA CENTER-BDC,NA,N/A,NA,4,0.02,0.25,"2,667", X Small ,15934,0.28,4.7,Standard,863968,58125,LINUX,Red Hat release 6.2,OLAP 12c R1,Minimal,N,Prod,0,0,,N,Y,0,
Primary,GSDC-TPAMLPR02,Terra Platform,Terra Platform,Terra Platform::Terra Platform v5.0::Terra Platform (Prod),Virtual,SUWANEE DATA CENTER,NA,N/A,NA,8,0,0,"2,700", AIS Core Std ,98304,0,0,Standard Plus,563189,43336,WINDOWS,6.0.6002,,Secondary Region Backup,Y,QA,,0,,N,Y,0,
Primary,GSDC-TPGUIPR01,Terra Platform,Terra Platform,Terra Platform::Terra Platform v5.0::Terra Platform (Prod),Physical,SUWANEE DATA CENTER,NA,N/A,NA,24,0.04,1,"2,700", XX Large ,262110,0.07,93,Standard Plus,0,0,WINDOWS,6.0.6002,,Secondary Region Backup,Y,Prod,,0,,N,Y,0,
Primary,GSDC-TPGUIPR02,Terra Platform,Terra Platform,Terra Platform::Terra Platform v5.0::Terra Platform (Prod),Physical,SUWANEE DATA CENTER,NA,N/A,NA,24,0.04,1,"2,700", XX Large ,262110,0.08,118.54,Standard Plus,0,0,WINDOWS,6.0.6002,,Secondary Region Backup,Y,Prod,,0,,N,Y,0,
Primary,BDC-CIB008,TFTS,TFTS,TFTS::TFTS v0.0::TFTS (PROD),Virtual,BLUE ASH DATA CENTER-BDC,NA,N/A,NA,1,0.22,1,"2,700", AIS Core Std ,2048,0.93,2,Standard,116722,44257,WINDOWS,6.0.6002,,Secondary Region Backup,N,Test,,0,,N,Y,0,
Primary,BDC-CIB009,TFTS,TFTS,TFTS::TFTS v0.0::TFTS (PROD),Virtual,BLUE ASH DATA CENTER-BDC,NA,0,NA,4,0,0,"2,700", -   ,4096,0,0,Standard,32762,25938,WINDOWS,5.2.3790,,In Region Backup,N,Test,,0,,N,Y,0,DMZ IP
Primary,BDC-TFTS001,TFTS,TFTS,TFTS::TFTS v0.0::TFTS (PROD),Virtual,BLUE ASH DATA CENTER-BDC,NA,0,NA,4,0,0,"2,700", -   ,8192,0,0,Economy,122870,36428,WINDOWS,6.0.6002,,In Region Backup,0,QA,,0,,N,Y,0,
Primary,BDC-TFTS002,TFTS,TFTS,TFTS::TFTS v0.0::TFTS (PROD),Virtual,BLUE ASH DATA CENTER-BDC,NA,0,NA,4,0,0,"2,700", -   ,8192,0,0,Economy,122870,39368,WINDOWS,6.0.6002,,In Region Backup,0,Prod,,0,,N,Y,0,
Primary,BDC-TFTS006,TFTS,TFTS,TFTS::TFTS v0.0::TFTS (PROD),Virtual,BLUE ASH DATA CENTER-BDC,NA,0,NA,4,0,0,"2,700", -   ,8192,0,0,Economy,122870,50469,WINDOWS,6.0.6002,,In Region Backup,0,Test,,0,,N,Y,0,
Primary,SDLN2756,TFTS,TFTS,TFTS::TFTS v0.0::TFTS (PROD),Physical,SUWANEE DATA CENTER,NA,N/A,NA,8,0.02,0.38,"1,200", Small ,32069,0.2,8.29,Standard Plus,457,82,LINUX,Red Hat release 6.2,,In Region Backup,0,Prod,,1,WEBLOGIC 11,Y,Y,0,
